fabric_name,event_name,climate_zone,season,fabric_category,breathability,warmth,formality,water_resistance,event_formality_level,duration_hours,activity_level,setting,weather_exposure,temp_min,temp_max,humidity,precipitation,hemisphere,seasonal_variation,temp_avg,temp_comfort_score,formality_match_score,activity_suitability_score,weather_protection_score,overall_recommendation_score,recommendation_category
Nylon,Business Meeting,Arctic_Cold,summer,Synthetic,2,5,5,9,6,5,2,indoor,2,5,15,Medium,Medium,Northern,Moderate,10.0,8.0,9,8,9,83.0,Excellent
Nylon,Business Meeting,Subarctic_Cold,winter,Synthetic,2,5,5,9,6,5,2,indoor,2,-30,-10,Low,Low,Northern,Extreme,-20.0,5.0,9,8,7,66.0,Good
Nylon,Business Meeting,Subarctic_Cold,summer,Synthetic,2,5,5,9,6,5,2,indoor,2,12,25,Medium,Medium,Northern,Extreme,18.5,8.0,9,8,9,83.0,Excellent
Nylon,Business Meeting,Continental_Temperate,winter,Synthetic,2,5,5,9,6,5,2,indoor,2,-10,0,Medium,Medium,Northern,High,-5.0,5.0,9,8,9,68.0,Good
Nylon,Business Meeting,Continental_Temperate,summer,Synthetic,2,5,5,9,6,5,2,indoor,2,20,30,Medium,Medium,Northern,High,25.0,8.0,9,8,9,83.0,Excellent
Nylon,Business Meeting,Oceanic_Temperate,winter,Synthetic,2,5,5,9,6,5,2,indoor,2,0,10,Medium,High,Both,Low,5.0,5.0,9,8,9,68.0,Good
Nylon,Business Meeting,Oceanic_Temperate,summer,Synthetic,2,5,5,9,6,5,2,indoor,2,15,25,Medium,High,Both,Low,20.0,8.0,9,8,9,83.0,Excellent
Nylon,Business Meeting,Mediterranean,winter,Synthetic,2,5,5,9,6,5,2,indoor,2,5,15,Medium,Medium,Both,Moderate,10.0,8.0,9,8,9,83.0,Excellent
Nylon,Business Meeting,Mediterranean,summer,Synthetic,2,5,5,9,6,5,2,indoor,2,25,35,Low,Low,Both,Moderate,30.0,2.0,9,8,7,51.0,Fair
Nylon,Business Meeting,Subtropical_Humid,winter,Synthetic,2,5,5,9,6,5,2,indoor,2,10,20,High,Medium,Both,Moderate,15.0,8.0,9,8,9,83.0,Excellent
Nylon,Business Meeting,Subtropical_Humid,summer,Synthetic,2,5,5,9,6,5,2,indoor,2,25,35,High,Medium,Both,Moderate,30.0,2.0,9,8,9,53.0,Fair
Nylon,Business Meeting,Tropical,winter,Synthetic,2,5,5,9,6,5,2,indoor,2,25,28,High,High,Both,,26.5,2.0,9,8,9,53.0,Fair
Nylon,Business Meeting,Tropical,summer,Synthetic,2,5,5,9,6,5,2,indoor,2,28,32,High,High,Both,,30.0,2.0,9,8,9,53.0,Fair
Nylon,Business Meeting,Desert_Hot,winter,Synthetic,2,5,5,9,6,5,2,indoor,2,15,25,Low,,Both,High,20.0,8.0,9,8,7,81.0,Excellent
Nylon,Business Meeting,Desert_Hot,summer,Synthetic,2,5,5,9,6,5,2,indoor,2,35,45,Low,,Both,High,40.0,2.0,9,8,7,51.0,Fair
Nylon,Casual Hangout,Arctic_Cold,winter,Synthetic,2,5,5,9,1,6,5,outdoor,9,-40,-20,Low,Low,Northern,Moderate,-30.0,5.0,4,6,7,52.0,Fair
Nylon,Casual Hangout,Arctic_Cold,summer,Synthetic,2,5,5,9,1,6,5,outdoor,9,5,15,Medium,Medium,Northern,Moderate,10.0,8.0,4,6,9,69.0,Good
Nylon,Casual Hangout,Subarctic_Cold,winter,Synthetic,2,5,5,9,1,6,5,outdoor,9,-30,-10,Low,Low,Northern,Extreme,-20.0,5.0,4,6,7,52.0,Fair
Nylon,Casual Hangout,Subarctic_Cold,summer,Synthetic,2,5,5,9,1,6,5,outdoor,9,12,25,Medium,Medium,Northern,Extreme,18.5,8.0,4,6,9,69.0,Good
Nylon,Casual Hangout,Continental_Temperate,winter,Synthetic,2,5,5,9,1,6,5,outdoor,9,-10,0,Medium,Medium,Northern,High,-5.0,5.0,4,6,9,54.0,Fair
Nylon,Casual Hangout,Continental_Temperate,summer,Synthetic,2,5,5,9,1,6,5,outdoor,9,20,30,Medium,Medium,Northern,High,25.0,8.0,4,6,9,69.0,Good
Nylon,Casual Hangout,Oceanic_Temperate,winter,Synthetic,2,5,5,9,1,6,5,outdoor,9,0,10,Medium,High,Both,Low,5.0,5.0,4,6,9,54.0,Fair
Nylon,Casual Hangout,Oceanic_Temperate,summer,Synthetic,2,5,5,9,1,6,5,outdoor,9,15,25,Medium,High,Both,Low,20.0,8.0,4,6,9,69.0,Good
Nylon,Casual Hangout,Mediterranean,winter,Synthetic,2,5,5,9,1,6,5,outdoor,9,5,15,Medium,Medium,Both,Moderate,10.0,8.0,4,6,9,69.0,Good
Nylon,Casual Hangout,Mediterranean,summer,Synthetic,2,5,5,9,1,6,5,outdoor,9,25,35,Low,Low,Both,Moderate,30.0,2.0,4,6,7,37.0,Poor
Nylon,Casual Hangout,Subtropical_Humid,winter,Synthetic,2,5,5,9,1,6,5,outdoor,9,10,20,High,Medium,Both,Moderate,15.0,8.0,4,6,9,69.0,Good
Nylon,Casual Hangout,Subtropical_Humid,summer,Synthetic,2,5,5,9,1,6,5,outdoor,9,25,35,High,Medium,Both,Moderate,30.0,2.0,4,6,9,39.0,Poor
Nylon,Casual Hangout,Tropical,winter,Synthetic,2,5,5,9,1,6,5,outdoor,9,25,28,High,High,Both,,26.5,2.0,4,6,9,39.0,Poor
Nylon,Casual Hangout,Tropical,summer,Synthetic,2,5,5,9,1,6,5,outdoor,9,28,32,High,High,Both,,30.0,2.0,4,6,9,39.0,Poor
Nylon,Casual Hangout,Desert_Hot,winter,Synthetic,2,5,5,9,1,6,5,outdoor,9,15,25,Low,,Both,High,20.0,8.0,4,6,7,67.0,Good
Nylon,Casual Hangout,Desert_Hot,summer,Synthetic,2,5,5,9,1,6,5,outdoor,9,35,45,Low,,Both,High,40.0,2.0,4,6,7,37.0,Poor
Nylon,Formal Dinner,Arctic_Cold,winter,Synthetic,2,5,5,9,9,7,2,indoor,4,-40,-20,Low,Low,Northern,Moderate,-30.0,5.0,4,8,7,56.0,Fair
Nylon,Formal Dinner,Arctic_Cold,summer,Synthetic,2,5,5,9,9,7,2,indoor,4,5,15,Medium,Medium,Northern,Moderate,10.0,8.0,4,8,9,73.0,Good
Nylon,Formal Dinner,Subarctic_Cold,winter,Synthetic,2,5,5,9,9,7,2,indoor,4,-30,-10,Low,Low,Northern,Extreme,-20.0,5.0,4,8,7,56.0,Fair
Nylon,Formal Dinner,Subarctic_Cold,summer,Synthetic,2,5,5,9,9,7,2,indoor,4,12,25,Medium,Medium,Northern,Extreme,18.5,8.0,4,8,9,73.0,Good
Nylon,Formal Dinner,Continental_Temperate,winter,Synthetic,2,5,5,9,9,7,2,indoor,4,-10,0,Medium,Medium,Northern,High,-5.0,5.0,4,8,9,58.0,Fair
Nylon,Formal Dinner,Continental_Temperate,summer,Synthetic,2,5,5,9,9,7,2,indoor,4,20,30,Medium,Medium,Northern,High,25.0,8.0,4,8,9,73.0,Good
Nylon,Formal Dinner,Oceanic_Temperate,winter,Synthetic,2,5,5,9,9,7,2,indoor,4,0,10,Medium,High,Both,Low,5.0,5.0,4,8,9,58.0,Fair
Nylon,Formal Dinner,Oceanic_Temperate,summer,Synthetic,2,5,5,9,9,7,2,indoor,4,15,25,Medium,High,Both,Low,20.0,8.0,4,8,9,73.0,Good
Nylon,Formal Dinner,Mediterranean,winter,Synthetic,2,5,5,9,9,7,2,indoor,4,5,15,Medium,Medium,Both,Moderate,10.0,8.0,4,8,9,73.0,Good
Nylon,Formal Dinner,Mediterranean,summer,Synthetic,2,5,5,9,9,7,2,indoor,4,25,35,Low,Low,Both,Moderate,30.0,2.0,4,8,7,41.0,Poor
Nylon,Formal Dinner,Subtropical_Humid,winter,Synthetic,2,5,5,9,9,7,2,indoor,4,10,20,High,Medium,Both,Moderate,15.0,8.0,4,8,9,73.0,Good
Nylon,Formal Dinner,Subtropical_Humid,summer,Synthetic,2,5,5,9,9,7,2,indoor,4,25,35,High,Medium,Both,Moderate,30.0,2.0,4,8,9,43.0,Poor
Nylon,Formal Dinner,Tropical,winter,Synthetic,2,5,5,9,9,7,2,indoor,4,25,28,High,High,Both,,26.5,2.0,4,8,9,43.0,Poor
Nylon,Formal Dinner,Tropical,summer,Synthetic,2,5,5,9,9,7,2,indoor,4,28,32,High,High,Both,,30.0,2.0,4,8,9,43.0,Poor
Nylon,Formal Dinner,Desert_Hot,winter,Synthetic,2,5,5,9,9,7,2,indoor,4,15,25,Low,,Both,High,20.0,8.0,4,8,7,71.0,Good
Nylon,Formal Dinner,Desert_Hot,summer,Synthetic,2,5,5,9,9,7,2,indoor,4,35,45,Low,,Both,High,40.0,2.0,4,8,7,41.0,Poor
Nylon,Outdoor Concert,Arctic_Cold,winter,Synthetic,2,5,5,9,1,8,7,outdoor,9,-40,-20,Low,Low,Northern,Moderate,-30.0,5.0,4,10,7,60.0,Fair
Nylon,Outdoor Concert,Arctic_Cold,summer,Synthetic,2,5,5,9,1,8,7,outdoor,9,5,15,Medium,Medium,Northern,Moderate,10.0,8.0,4,10,9,77.0,Good
Nylon,Outdoor Concert,Subarctic_Cold,winter,Synthetic,2,5,5,9,1,8,7,outdoor,9,-30,-10,Low,Low,Northern,Extreme,-20.0,5.0,4,10,7,60.0,Fair
Nylon,Outdoor Concert,Subarctic_Cold,summer,Synthetic,2,5,5,9,1,8,7,outdoor,9,12,25,Medium,Medium,Northern,Extreme,18.5,8.0,4,10,9,77.0,Good
Nylon,Outdoor Concert,Continental_Temperate,winter,Synthetic,2,5,5,9,1,8,7,outdoor,9,-10,0,Medium,Medium,Northern,High,-5.0,5.0,4,10,9,62.0,Fair
Nylon,Outdoor Concert,Continental_Temperate,summer,Synthetic,2,5,5,9,1,8,7,outdoor,9,20,30,Medium,Medium,Northern,High,25.0,8.0,4,10,9,77.0,Good
Nylon,Outdoor Concert,Oceanic_Temperate,winter,Synthetic,2,5,5,9,1,8,7,outdoor,9,0,10,Medium,High,Both,Low,5.0,5.0,4,10,9,62.0,Fair
Nylon,Outdoor Concert,Oceanic_Temperate,summer,Synthetic,2,5,5,9,1,8,7,outdoor,9,15,25,Medium,High,Both,Low,20.0,8.0,4,10,9,77.0,Good
Nylon,Outdoor Concert,Mediterranean,winter,Synthetic,2,5,5,9,1,8,7,outdoor,9,5,15,Medium,Medium,Both,Moderate,10.0,8.0,4,10,9,77.0,Good
Nylon,Outdoor Concert,Mediterranean,summer,Synthetic,2,5,5,9,1,8,7,outdoor,9,25,35,Low,Low,Both,Moderate,30.0,2.0,4,10,7,45.0,Poor
Nylon,Outdoor Concert,Subtropical_Humid,winter,Synthetic,2,5,5,9,1,8,7,outdoor,9,10,20,High,Medium,Both,Moderate,15.0,8.0,4,10,9,77.0,Good
Nylon,Outdoor Concert,Subtropical_Humid,summer,Synthetic,2,5,5,9,1,8,7,outdoor,9,25,35,High,Medium,Both,Moderate,30.0,2.0,4,10,9,47.0,Poor
Nylon,Outdoor Concert,Tropical,winter,Synthetic,2,5,5,9,1,8,7,outdoor,9,25,28,High,High,Both,,26.5,2.0,4,10,9,47.0,Poor
Nylon,Outdoor Concert,Tropical,summer,Synthetic,2,5,5,9,1,8,7,outdoor,9,28,32,High,High,Both,,30.0,2.0,4,10,9,47.0,Poor
Nylon,Outdoor Concert,Desert_Hot,winter,Synthetic,2,5,5,9,1,8,7,outdoor,9,15,25,Low,,Both,High,20.0,8.0,4,10,7,75.0,Good
Nylon,Outdoor Concert,Desert_Hot,summer,Synthetic,2,5,5,9,1,8,7,outdoor,9,35,45,Low,,Both,High,40.0,2.0,4,10,7,45.0,Poor
Nylon,Hiking,Arctic_Cold,winter,Synthetic,2,5,5,9,2,3,10,outdoor,10,-40,-20,Low,Low,Northern,Moderate,-30.0,5.0,5,10,7,62.0,Fair
Nylon,Hiking,Arctic_Cold,summer,Synthetic,2,5,5,9,2,3,10,outdoor,10,5,15,Medium,Medium,Northern,Moderate,10.0,8.0,5,10,9,79.0,Excellent
Nylon,Hiking,Subarctic_Cold,winter,Synthetic,2,5,5,9,2,3,10,outdoor,10,-30,-10,Low,Low,Northern,Extreme,-20.0,5.0,5,10,7,62.0,Fair
Nylon,Hiking,Subarctic_Cold,summer,Synthetic,2,5,5,9,2,3,10,outdoor,10,12,25,Medium,Medium,Northern,Extreme,18.5,8.0,5,10,9,79.0,Excellent
Nylon,Hiking,Continental_Temperate,winter,Synthetic,2,5,5,9,2,3,10,outdoor,10,-10,0,Medium,Medium,Northern,High,-5.0,5.0,5,10,9,64.0,Fair
Nylon,Hiking,Continental_Temperate,summer,Synthetic,2,5,5,9,2,3,10,outdoor,10,20,30,Medium,Medium,Northern,High,25.0,8.0,5,10,9,79.0,Excellent
Nylon,Hiking,Oceanic_Temperate,winter,Synthetic,2,5,5,9,2,3,10,outdoor,10,0,10,Medium,High,Both,Low,5.0,5.0,5,10,9,64.0,Fair
Nylon,Hiking,Oceanic_Temperate,summer,Synthetic,2,5,5,9,2,3,10,outdoor,10,15,25,Medium,High,Both,Low,20.0,8.0,5,10,9,79.0,Excellent
Nylon,Hiking,Mediterranean,winter,Synthetic,2,5,5,9,2,3,10,outdoor,10,5,15,Medium,Medium,Both,Moderate,10.0,8.0,5,10,9,79.0,Excellent
Nylon,Hiking,Mediterranean,summer,Synthetic,2,5,5,9,2,3,10,outdoor,10,25,35,Low,Low,Both,Moderate,30.0,2.0,5,10,7,47.0,Poor
Nylon,Hiking,Subtropical_Humid,winter,Synthetic,2,5,5,9,2,3,10,outdoor,10,10,20,High,Medium,Both,Moderate,15.0,8.0,5,10,9,79.0,Excellent
Nylon,Hiking,Subtropical_Humid,summer,Synthetic,2,5,5,9,2,3,10,outdoor,10,25,35,High,Medium,Both,Moderate,30.0,2.0,5,10,9,49.0,Poor
Nylon,Hiking,Tropical,winter,Synthetic,2,5,5,9,2,3,10,outdoor,10,25,28,High,High,Both,,26.5,2.0,5,10,9,49.0,Poor
Nylon,Hiking,Tropical,summer,Synthetic,2,5,5,9,2,3,10,outdoor,10,28,32,High,High,Both,,30.0,2.0,5,10,9,49.0,Poor
Nylon,Hiking,Desert_Hot,winter,Synthetic,2,5,5,9,2,3,10,outdoor,10,15,25,Low,,Both,High,20.0,8.0,5,10,7,77.0,Good
Nylon,Hiking,Desert_Hot,summer,Synthetic,2,5,5,9,2,3,10,outdoor,10,35,45,Low,,Both,High,40.0,2.0,5,10,7,47.0,Poor
Nylon,Sports/Gym,Arctic_Cold,winter,Synthetic,2,5,5,9,1,1,8,both,5,-40,-20,Low,Low,Northern,Moderate,-30.0,5.0,4,10,7,60.0,Fair
Nylon,Sports/Gym,Arctic_Cold,summer,Synthetic,2,5,5,9,1,1,8,both,5,5,15,Medium,Medium,Northern,Moderate,10.0,8.0,4,10,9,77.0,Good
Nylon,Sports/Gym,Subarctic_Cold,winter,Synthetic,2,5,5,9,1,1,8,both,5,-30,-10,Low,Low,Northern,Extreme,-20.0,5.0,4,10,7,60.0,Fair
Nylon,Sports/Gym,Subarctic_Cold,summer,Synthetic,2,5,5,9,1,1,8,both,5,12,25,Medium,Medium,Northern,Extreme,18.5,8.0,4,10,9,77.0,Good
Nylon,Sports/Gym,Continental_Temperate,winter,Synthetic,2,5,5,9,1,1,8,both,5,-10,0,Medium,Medium,Northern,High,-5.0,5.0,4,10,9,62.0,Fair
Nylon,Sports/Gym,Continental_Temperate,summer,Synthetic,2,5,5,9,1,1,8,both,5,20,30,Medium,Medium,Northern,High,25.0,8.0,4,10,9,77.0,Good
Nylon,Sports/Gym,Oceanic_Temperate,winter,Synthetic,2,5,5,9,1,1,8,both,5,0,10,Medium,High,Both,Low,5.0,5.0,4,10,9,62.0,Fair
Nylon,Sports/Gym,Oceanic_Temperate,summer,Synthetic,2,5,5,9,1,1,8,both,5,15,25,Medium,High,Both,Low,20.0,8.0,4,10,9,77.0,Good
Nylon,Sports/Gym,Mediterranean,winter,Synthetic,2,5,5,9,1,1,8,both,5,5,15,Medium,Medium,Both,Moderate,10.0,8.0,4,10,9,77.0,Good
Nylon,Sports/Gym,Mediterranean,summer,Synthetic,2,5,5,9,1,1,8,both,5,25,35,Low,Low,Both,Moderate,30.0,2.0,4,10,7,45.0,Poor
Nylon,Sports/Gym,Subtropical_Humid,winter,Synthetic,2,5,5,9,1,1,8,both,5,10,20,High,Medium,Both,Moderate,15.0,8.0,4,10,9,77.0,Good
Nylon,Sports/Gym,Subtropical_Humid,summer,Synthetic,2,5,5,9,1,1,8,both,5,25,35,High,Medium,Both,Moderate,30.0,2.0,4,10,9,47.0,Poor
Nylon,Sports/Gym,Tropical,winter,Synthetic,2,5,5,9,1,1,8,both,5,25,28,High,High,Both,,26.5,2.0,4,10,9,47.0,Poor
Nylon,Sports/Gym,Tropical,summer,Synthetic,2,5,5,9,1,1,8,both,5,28,32,High,High,Both,,30.0,2.0,4,10,9,47.0,Poor
Nylon,Sports/Gym,Desert_Hot,winter,Synthetic,2,5,5,9,1,1,8,both,5,15,25,Low,,Both,High,20.0,8.0,4,10,7,75.0,Good
Nylon,Sports/Gym,Desert_Hot,summer,Synthetic,2,5,5,9,1,1,8,both,5,35,45,Low,,Both,High,40.0,2.0,4,10,7,45.0,Poor
Nylon,Beach Outing,Arctic_Cold,winter,Synthetic,2,5,5,9,1,4,6,outdoor,10,-40,-20,Low,Low,Northern,Moderate,-30.0,5.0,4,6,7,52.0,Fair
Nylon,Beach Outing,Arctic_Cold,summer,Synthetic,2,5,5,9,1,4,6,outdoor,10,5,15,Medium,Medium,Northern,Moderate,10.0,8.0,4,6,9,69.0,Good
Nylon,Beach Outing,Subarctic_Cold,winter,Synthetic,2,5,5,9,1,4,6,outdoor,10,-30,-10,Low,Low,Northern,Extreme,-20.0,5.0,4,6,7,52.0,Fair
Nylon,Beach Outing,Subarctic_Cold,summer,Synthetic,2,5,5,9,1,4,6,outdoor,10,12,25,Medium,Medium,Northern,Extreme,18.5,8.0,4,6,9,69.0,Good
Nylon,Beach Outing,Continental_Temperate,winter,Synthetic,2,5,5,9,1,4,6,outdoor,10,-10,0,Medium,Medium,Northern,High,-5.0,5.0,4,6,9,54.0,Fair
Nylon,Beach Outing,Continental_Temperate,summer,Synthetic,2,5,5,9,1,4,6,outdoor,10,20,30,Medium,Medium,Northern,High,25.0,8.0,4,6,9,69.0,Good
Nylon,Beach Outing,Oceanic_Temperate,winter,Synthetic,2,5,5,9,1,4,6,outdoor,10,0,10,Medium,High,Both,Low,5.0,5.0,4,6,9,54.0,Fair
Nylon,Beach Outing,Oceanic_Temperate,summer,Synthetic,2,5,5,9,1,4,6,outdoor,10,15,25,Medium,High,Both,Low,20.0,8.0,4,6,9,69.0,Good
Nylon,Beach Outing,Mediterranean,winter,Synthetic,2,5,5,9,1,4,6,outdoor,10,5,15,Medium,Medium,Both,Moderate,10.0,8.0,4,6,9,69.0,Good
Nylon,Beach Outing,Mediterranean,summer,Synthetic,2,5,5,9,1,4,6,outdoor,10,25,35,Low,Low,Both,Moderate,30.0,2.0,4,6,7,37.0,Poor
Nylon,Beach Outing,Subtropical_Humid,winter,Synthetic,2,5,5,9,1,4,6,outdoor,10,10,20,High,Medium,Both,Moderate,15.0,8.0,4,6,9,69.0,Good
Nylon,Beach Outing,Subtropical_Humid,summer,Synthetic,2,5,5,9,1,4,6,outdoor,10,25,35,High,Medium,Both,Moderate,30.0,2.0,4,6,9,39.0,Poor
Nylon,Beach Outing,Tropical,winter,Synthetic,2,5,5,9,1,4,6,outdoor,10,25,28,High,High,Both,,26.5,2.0,4,6,9,39.0,Poor
Nylon,Beach Outing,Tropical,summer,Synthetic,2,5,5,9,1,4,6,outdoor,10,28,32,High,High,Both,,30.0,2.0,4,6,9,39.0,Poor
Nylon,Beach Outing,Desert_Hot,winter,Synthetic,2,5,5,9,1,4,6,outdoor,10,15,25,Low,,Both,High,20.0,8.0,4,6,7,67.0,Good
Nylon,Beach Outing,Desert_Hot,summer,Synthetic,2,5,5,9,1,4,6,outdoor,10,35,45,Low,,Both,High,40.0,2.0,4,6,7,37.0,Poor
Nylon,Funeral,Arctic_Cold,winter,Synthetic,2,5,5,9,8,5,2,both,8,-40,-20,Low,Low,Northern,Moderate,-30.0,5.0,5,8,7,58.0,Fair
Nylon,Funeral,Arctic_Cold,summer,Synthetic,2,5,5,9,8,5,2,both,8,5,15,Medium,Medium,Northern,Moderate,10.0,8.0,5,8,9,75.0,Good
Nylon,Funeral,Subarctic_Cold,winter,Synthetic,2,5,5,9,8,5,2,both,8,-30,-10,Low,Low,Northern,Extreme,-20.0,5.0,5,8,7,58.0,Fair
Nylon,Funeral,Subarctic_Cold,summer,Synthetic,2,5,5,9,8,5,2,both,8,12,25,Medium,Medium,Northern,Extreme,18.5,8.0,5,8,9,75.0,Good
Nylon,Funeral,Continental_Temperate,winter,Synthetic,2,5,5,9,8,5,2,both,8,-10,0,Medium,Medium,Northern,High,-5.0,5.0,5,8,9,60.0,Fair
Nylon,Funeral,Continental_Temperate,summer,Synthetic,2,5,5,9,8,5,2,both,8,20,30,Medium,Medium,Northern,High,25.0,8.0,5,8,9,75.0,Good
Nylon,Funeral,Oceanic_Temperate,winter,Synthetic,2,5,5,9,8,5,2,both,8,0,10,Medium,High,Both,Low,5.0,5.0,5,8,9,60.0,Fair
Nylon,Funeral,Oceanic_Temperate,summer,Synthetic,2,5,5,9,8,5,2,both,8,15,25,Medium,High,Both,Low,20.0,8.0,5,8,9,75.0,Good
Nylon,Funeral,Mediterranean,winter,Synthetic,2,5,5,9,8,5,2,both,8,5,15,Medium,Medium,Both,Moderate,10.0,8.0,5,8,9,75.0,Good
Nylon,Funeral,Mediterranean,summer,Synthetic,2,5,5,9,8,5,2,both,8,25,35,Low,Low,Both,Moderate,30.0,2.0,5,8,7,43.0,Poor
Nylon,Funeral,Subtropical_Humid,winter,Synthetic,2,5,5,9,8,5,2,both,8,10,20,High,Medium,Both,Moderate,15.0,8.0,5,8,9,75.0,Good
Nylon,Funeral,Subtropical_Humid,summer,Synthetic,2,5,5,9,8,5,2,both,8,25,35,High,Medium,Both,Moderate,30.0,2.0,5,8,9,45.0,Poor
Nylon,Funeral,Tropical,winter,Synthetic,2,5,5,9,8,5,2,both,8,25,28,High,High,Both,,26.5,2.0,5,8,9,45.0,Poor
Nylon,Funeral,Tropical,summer,Synthetic,2,5,5,9,8,5,2,both,8,28,32,High,High,Both,,30.0,2.0,5,8,9,45.0,Poor
Nylon,Funeral,Desert_Hot,winter,Synthetic,2,5,5,9,8,5,2,both,8,15,25,Low,,Both,High,20.0,8.0,5,8,7,73.0,Good
Nylon,Funeral,Desert_Hot,summer,Synthetic,2,5,5,9,8,5,2,both,8,35,45,Low,,Both,High,40.0,2.0,5,8,7,43.0,Poor
Nylon,Date Night,Arctic_Cold,winter,Synthetic,2,5,5,9,7,3,5,both,7,-40,-20,Low,Low,Northern,Moderate,-30.0,5.0,7,6,7,58.0,Fair
Nylon,Date Night,Arctic_Cold,summer,Synthetic,2,5,5,9,7,3,5,both,7,5,15,Medium,Medium,Northern,Moderate,10.0,8.0,7,6,9,75.0,Good
Nylon,Date Night,Subarctic_Cold,winter,Synthetic,2,5,5,9,7,3,5,both,7,-30,-10,Low,Low,Northern,Extreme,-20.0,5.0,7,6,7,58.0,Fair
Nylon,Date Night,Subarctic_Cold,summer,Synthetic,2,5,5,9,7,3,5,both,7,12,25,Medium,Medium,Northern,Extreme,18.5,8.0,7,6,9,75.0,Good
Nylon,Date Night,Continental_Temperate,winter,Synthetic,2,5,5,9,7,3,5,both,7,-10,0,Medium,Medium,Northern,High,-5.0,5.0,7,6,9,60.0,Fair
Nylon,Date Night,Continental_Temperate,summer,Synthetic,2,5,5,9,7,3,5,both,7,20,30,Medium,Medium,Northern,High,25.0,8.0,7,6,9,75.0,Good
Nylon,Date Night,Oceanic_Temperate,winter,Synthetic,2,5,5,9,7,3,5,both,7,0,10,Medium,High,Both,Low,5.0,5.0,7,6,9,60.0,Fair
Nylon,Date Night,Oceanic_Temperate,summer,Synthetic,2,5,5,9,7,3,5,both,7,15,25,Medium,High,Both,Low,20.0,8.0,7,6,9,75.0,Good
Nylon,Date Night,Mediterranean,winter,Synthetic,2,5,5,9,7,3,5,both,7,5,15,Medium,Medium,Both,Moderate,10.0,8.0,7,6,9,75.0,Good
Nylon,Date Night,Mediterranean,summer,Synthetic,2,5,5,9,7,3,5,both,7,25,35,Low,Low,Both,Moderate,30.0,2.0,7,6,7,43.0,Poor
Nylon,Date Night,Subtropical_Humid,winter,Synthetic,2,5,5,9,7,3,5,both,7,10,20,High,Medium,Both,Moderate,15.0,8.0,7,6,9,75.0,Good
Nylon,Date Night,Subtropical_Humid,summer,Synthetic,2,5,5,9,7,3,5,both,7,25,35,High,Medium,Both,Moderate,30.0,2.0,7,6,9,45.0,Poor
Nylon,Date Night,Tropical,winter,Synthetic,2,5,5,9,7,3,5,both,7,25,28,High,High,Both,,26.5,2.0,7,6,9,45.0,Poor
Nylon,Date Night,Tropical,summer,Synthetic,2,5,5,9,7,3,5,both,7,28,32,High,High,Both,,30.0,2.0,7,6,9,45.0,Poor
Nylon,Date Night,Desert_Hot,winter,Synthetic,2,5,5,9,7,3,5,both,7,15,25,Low,,Both,High,20.0,8.0,7,6,7,73.0,Good
Nylon,Date Night,Desert_Hot,summer,Synthetic,2,5,5,9,7,3,5,both,7,35,45,Low,,Both,High,40.0,2.0,7,6,7,43.0,Poor
Denim,Wedding,Arctic_Cold,winter,Natural,5,6,3,3,9,5,4,both,5,-40,-20,Low,Low,Northern,Moderate,-30.0,6.0,2,7,7,55.0,Fair
Denim,Wedding,Arctic_Cold,summer,Natural,5,6,3,3,9,5,4,both,5,5,15,Medium,Medium,Northern,Moderate,10.0,9.0,2,7,3,66.0,Good
Denim,Wedding,Subarctic_Cold,winter,Natural,5,6,3,3,9,5,4,both,5,-30,-10,Low,Low,Northern,Extreme,-20.0,6.0,2,7,7,55.0,Fair
Denim,Wedding,Subarctic_Cold,summer,Natural,5,6,3,3,9,5,4,both,5,12,25,Medium,Medium,Northern,Extreme,18.5,9.0,2,7,3,66.0,Good
Denim,Wedding,Continental_Temperate,winter,Natural,5,6,3,3,9,5,4,both,5,-10,0,Medium,Medium,Northern,High,-5.0,6.0,2,7,3,51.0,Fair
Denim,Wedding,Continental_Temperate,summer,Natural,5,6,3,3,9,5,4,both,5,20,30,Medium,Medium,Northern,High,25.0,9.0,2,7,3,66.0,Good
Denim,Wedding,Oceanic_Temperate,winter,Natural,5,6,3,3,9,5,4,both,5,0,10,Medium,High,Both,Low,5.0,6.0,2,7,3,51.0,Fair
Denim,Wedding,Oceanic_Temperate,summer,Natural,5,6,3,3,9,5,4,both,5,15,25,Medium,High,Both,Low,20.0,9.0,2,7,3,66.0,Good
Denim,Wedding,Mediterranean,winter,Natural,5,6,3,3,9,5,4,both,5,5,15,Medium,Medium,Both,Moderate,10.0,9.0,2,7,3,66.0,Good
Denim,Wedding,Mediterranean,summer,Natural,5,6,3,3,9,5,4,both,5,25,35,Low,Low,Both,Moderate,30.0,5.0,2,7,7,50.0,Fair
Denim,Wedding,Subtropical_Humid,winter,Natural,5,6,3,3,9,5,4,both,5,10,20,High,Medium,Both,Moderate,15.0,9.0,2,7,3,66.0,Good
Denim,Wedding,Subtropical_Humid,summer,Natural,5,6,3,3,9,5,4,both,5,25,35,High,Medium,Both,Moderate,30.0,5.0,2,7,3,46.0,Poor
Denim,Wedding,Tropical,winter,Natural,5,6,3,3,9,5,4,both,5,25,28,High,High,Both,,26.5,5.0,2,7,3,46.0,Poor
Denim,Wedding,Tropical,summer,Natural,5,6,3,3,9,5,4,both,5,28,32,High,High,Both,,30.0,5.0,2,7,3,46.0,Poor
